JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
VTE|Ventes|VT00222|20260719|445710|TVA collectée|||FA-2026-07C006|20260719|Facture Charpentes Ozanne|0,00|2256,00|||20260719||
BQ|Banque|BQ00192|20260720|512000|Banque|||FA-2026-06C008|20260720|Règlement Diffusion Nadaud|9780,00|0,00|||20260720||
BQ|Banque|BQ00192|20260720|411000|Clients|C008|Diffusion Nadaud|FA-2026-06C008|20260720|Règlement Diffusion Nadaud|0,00|9780,00|LVT00191|20260720|20260720||
BQ|Banque|BQ00194|20260720|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-06F001|20260720|Règlement Aciers Delmas|27336,00|0,00|LAC00193|20260720|20260720||
BQ|Banque|BQ00194|20260720|512000|Banque|||FF-2026-06F001|20260720|Règlement Aciers Delmas|0,00|27336,00|||20260720||
BQ|Banque|BQ00202|20260721|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-06F005|20260721|Règlement Énergie Cévennes|8844,00|0,00|LAC00201|20260721|20260721||
BQ|Banque|BQ00202|20260721|512000|Banque|||FF-2026-06F005|20260721|Règlement Énergie Cévennes|0,00|8844,00|||20260721||
ACH|Achats|AC00236|20260721|601000|Achats de matières premières|||FF-2026-07F005|20260721|Facture Énergie Cévennes|6380,00|0,00|||20260721||
ACH|Achats|AC00236|20260721|445660|TVA déductible|||FF-2026-07F005|20260721|Facture Énergie Cévennes|1276,00|0,00|||20260721||
ACH|Achats|AC00236|20260721|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-07F005|20260721|Facture Énergie Cévennes|0,00|7656,00|LAC00236|20260820|20260721||
VTE|Ventes|VT00224|20260722|411000|Clients|C007|Escaliers Mory|FA-2026-07C007|20260722|Facture Escaliers Mory|11844,00|0,00|LVT00224|20260826|20260722||
VTE|Ventes|VT00224|20260722|706000|Prestations de services|||FA-2026-07C007|20260722|Facture Escaliers Mory|0,00|9870,00|||20260722||
VTE|Ventes|VT00224|20260722|445710|TVA collectée|||FA-2026-07C007|20260722|Facture Escaliers Mory|0,00|1974,00|||20260722||
BQ|Banque|BQ00182|20260725|512000|Banque|||FA-2026-06C003|20260725|Règlement Menuiseries Lafon|27384,00|0,00|||20260725||
BQ|Banque|BQ00182|20260725|411000|Clients|C003|Menuiseries Lafon|FA-2026-06C003|20260725|Règlement Menuiseries Lafon|0,00|27384,00|LVT00181|20260725|20260725||
VTE|Ventes|VT00226|20260725|411000|Clients|C008|Diffusion Nadaud|FA-2026-07C008|20260725|Facture Diffusion Nadaud|8460,00|0,00|LVT00226|20260819|20260725||
VTE|Ventes|VT00226|20260725|706000|Prestations de services|||FA-2026-07C008|20260725|Facture Diffusion Nadaud|0,00|7050,00|||20260725||
VTE|Ventes|VT00226|20260725|445710|TVA collectée|||FA-2026-07C008|20260725|Facture Diffusion Nadaud|0,00|1410,00|||20260725||
BQ|Banque|BQ00186|20260726|512000|Banque|||FA-2026-06C005|20260726|Règlement Solutions Bertholet|17604,00|0,00|||20260726||
BQ|Banque|BQ00186|20260726|411000|Clients|C005|Solutions Bertholet|FA-2026-06C005|20260726|Règlement Solutions Bertholet|0,00|17604,00|LVT00185|20260726|20260726||
BQ|Banque|BQ00190|20260727|512000|Banque|||FA-2026-06C007|20260727|Règlement Escaliers Mory|13692,00|0,00|||20260727||
BQ|Banque|BQ00190|20260727|411000|Clients|C007|Escaliers Mory|FA-2026-06C007|20260727|Règlement Escaliers Mory|0,00|13692,00|LVT00189|20260727|20260727||
OD|Opérations diverses|OD00239|20260728|641000|Rémunérations du personnel||||20260728|Salaires du mois|28000,00|0,00|||20260728||
OD|Opérations diverses|OD00239|20260728|645000|Charges de sécurité sociale||||20260728|Charges sociales|11000,00|0,00|||20260728||
OD|Opérations diverses|OD00239|20260728|421000|Personnel — rémunérations dues||||20260728|Salaires du mois|0,00|28000,00|||20260728||
OD|Opérations diverses|OD00239|20260728|431000|Sécurité sociale||||20260728|Charges sociales|0,00|11000,00|||20260728||
BQ|Banque|BQ00240|20260728|421000|Personnel — rémunérations dues||||20260728|Virement des salaires|28000,00|0,00|||20260728||
BQ|Banque|BQ00240|20260728|431000|Sécurité sociale||||20260728|Versement des cotisations|11000,00|0,00|||20260728||
BQ|Banque|BQ00240|20260728|512000|Banque||||20260728|Paie du mois|0,00|39000,00|||20260728||
OD|Opérations diverses|OD00243|20260731|681100|Dotations aux amortissements||||20260731|Dotation du mois|2500,00|0,00|||20260731||
OD|Opérations diverses|OD00243|20260731|281500|Amortissements du matériel industriel||||20260731|Dotation du mois|0,00|2500,00|||20260731||
OD|Opérations diverses|OD00244|20260731|695000|Impôts sur les bénéfices||||20260731|Impôt sur les sociétés|2400,00|0,00|||20260731||
OD|Opérations diverses|OD00244|20260731|444000|État — impôt sur les bénéfices||||20260731|Impôt sur les sociétés|0,00|2400,00|||20260731||
BQ|Banque|BQ00245|20260731|444000|État — impôt sur les bénéfices||||20260731|Acompte d'impôt sur les sociétés|2400,00|0,00|||20260731||
BQ|Banque|BQ00245|20260731|512000|Banque||||20260731|Acompte d'impôt sur les sociétés|0,00|2400,00|||20260731||
OD|Opérations diverses|OD00246|20260731|445710|TVA collectée||||20260731|Déclaration de TVA|28200,00|0,00|||20260731||
OD|Opérations diverses|OD00246|20260731|445660|TVA déductible||||20260731|Déclaration de TVA|0,00|12860,00|||20260731||
OD|Opérations diverses|OD00246|20260731|512000|Banque||||20260731|Règlement de TVA|0,00|15340,00|||20260731||
VTE|Ventes|VT00247|20260804|411000|Clients|C001|Constructions Vallier|FA-2026-08C001|20260804|Facture Constructions Vallier|31104,00|0,00|LVT00247|20261107|20260804||
VTE|Ventes|VT00247|20260804|706000|Prestations de services|||FA-2026-08C001|20260804|Facture Constructions Vallier|0,00|25920,00|||20260804||
VTE|Ventes|VT00247|20260804|445710|TVA collectée|||FA-2026-08C001|20260804|Facture Constructions Vallier|0,00|5184,00|||20260804||
ACH|Achats|AC00263|20260805|601000|Achats de matières premières|||FF-2026-08F001|20260805|Facture Aciers Delmas|13600,00|0,00|||20260805||
ACH|Achats|AC00263|20260805|445660|TVA déductible|||FF-2026-08F001|20260805|Facture Aciers Delmas|2720,00|0,00|||20260805||
ACH|Achats|AC00263|20260805|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-08F001|20260805|Facture Aciers Delmas|0,00|16320,00|LAC00263|20260919|20260805||
ACH|Achats|AC00273|20260805|613000|Locations||||20260805|Loyer de l'atelier|4500,00|0,00|||20260805||
ACH|Achats|AC00273|20260805|626000|Frais postaux et télécommunications||||20260805|Frais généraux|1800,00|0,00|||20260805||
ACH|Achats|AC00273|20260805|445660|TVA déductible||||20260805|Loyer et frais généraux|1260,00|0,00|||20260805||
ACH|Achats|AC00273|20260805|512000|Banque||||20260805|Loyer et frais généraux|0,00|7560,00|||20260805||
BQ|Banque|BQ00277|20260805|661000|Charges d'intérêts||||20260805|Intérêts de l'emprunt|320,00|0,00|||20260805||
BQ|Banque|BQ00277|20260805|164000|Emprunts auprès des établissements de crédit||||20260805|Amortissement de l'emprunt|1800,00|0,00|||20260805||
BQ|Banque|BQ00277|20260805|512000|Banque||||20260805|Échéance d'emprunt|0,00|2120,00|||20260805||
BQ|Banque|BQ00143|20260807|512000|Banque|||FA-2026-05C001|20260807|Règlement Constructions Vallier|51192,00|0,00|||20260807||
BQ|Banque|BQ00143|20260807|411000|Clients|C001|Constructions Vallier|FA-2026-05C001|20260807|Règlement Constructions Vallier|0,00|51192,00|LVT00142|20260807|20260807||
BQ|Banque|BQ00231|20260807|401000|Fournisseurs|F002|Bois du Forez|FF-2026-07F002|20260807|Règlement Bois du Forez|16704,00|0,00|LAC00230|20260807|20260807||
BQ|Banque|BQ00231|20260807|512000|Banque|||FF-2026-07F002|20260807|Règlement Bois du Forez|0,00|16704,00|||20260807||
VTE|Ventes|VT00249|20260807|411000|Clients|C002|Groupe Ambert|FA-2026-08C002|20260807|Facture Groupe Ambert|21888,00|0,00|LVT00249|20261008|20260807||
VTE|Ventes|VT00249|20260807|706000|Prestations de services|||FA-2026-08C002|20260807|Facture Groupe Ambert|0,00|18240,00|||20260807||
VTE|Ventes|VT00249|20260807|445710|TVA collectée|||FA-2026-08C002|20260807|Facture Groupe Ambert|0,00|3648,00|||20260807||
BQ|Banque|BQ00180|20260808|512000|Banque|||FA-2026-06C002|20260808|Règlement Groupe Ambert|37164,00|0,00|||20260808||
BQ|Banque|BQ00180|20260808|411000|Clients|C002|Groupe Ambert|FA-2026-06C002|20260808|Règlement Groupe Ambert|0,00|37164,00|LVT00179|20260808|20260808||
ACH|Achats|AC00265|20260808|601000|Achats de matières premières|||FF-2026-08F002|20260808|Facture Bois du Forez|9600,00|0,00|||20260808||
ACH|Achats|AC00265|20260808|445660|TVA déductible|||FF-2026-08F002|20260808|Facture Bois du Forez|1920,00|0,00|||20260808||
ACH|Achats|AC00265|20260808|401000|Fournisseurs|F002|Bois du Forez|FF-2026-08F002|20260808|Facture Bois du Forez|0,00|11520,00|LAC00265|20260907|20260808||
VTE|Ventes|VT00251|20260810|411000|Clients|C003|Menuiseries Lafon|FA-2026-08C003|20260810|Facture Menuiseries Lafon|16128,00|0,00|LVT00251|20260924|20260810||
VTE|Ventes|VT00251|20260810|706000|Prestations de services|||FA-2026-08C003|20260810|Facture Menuiseries Lafon|0,00|13440,00|||20260810||
VTE|Ventes|VT00251|20260810|445710|TVA collectée|||FA-2026-08C003|20260810|Facture Menuiseries Lafon|0,00|2688,00|||20260810||
BQ|Banque|BQ00198|20260811|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-06F003|20260811|Règlement Quincaillerie Pons|14472,00|0,00|LAC00197|20260811|20260811||
BQ|Banque|BQ00198|20260811|512000|Banque|||FF-2026-06F003|20260811|Règlement Quincaillerie Pons|0,00|14472,00|||20260811||
BQ|Banque|BQ00219|20260812|512000|Banque|||FA-2026-07C004|20260812|Règlement Atelier Rivaud|18612,00|0,00|||20260812||
BQ|Banque|BQ00219|20260812|411000|Clients|C004|Atelier Rivaud|FA-2026-07C004|20260812|Règlement Atelier Rivaud|0,00|18612,00|LVT00218|20260812|20260812||
ACH|Achats|AC00267|20260812|601000|Achats de matières premières|||FF-2026-08F003|20260812|Facture Quincaillerie Pons|7200,00|0,00|||20260812||
ACH|Achats|AC00267|20260812|445660|TVA déductible|||FF-2026-08F003|20260812|Facture Quincaillerie Pons|1440,00|0,00|||20260812||
ACH|Achats|AC00267|20260812|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-08F003|20260812|Facture Quincaillerie Pons|0,00|8640,00|LAC00267|20261011|20260812||
BQ|Banque|BQ00188|20260813|512000|Banque|||FA-2026-06C006|20260813|Règlement Charpentes Ozanne|15648,00|0,00|||20260813||
BQ|Banque|BQ00188|20260813|411000|Clients|C006|Charpentes Ozanne|FA-2026-06C006|20260813|Règlement Charpentes Ozanne|0,00|15648,00|LVT00187|20260813|20260813||
VTE|Ventes|VT00253|20260813|411000|Clients|C004|Atelier Rivaud|FA-2026-08C004|20260813|Facture Atelier Rivaud|12672,00|0,00|LVT00253|20260912|20260813||
VTE|Ventes|VT00253|20260813|706000|Prestations de services|||FA-2026-08C004|20260813|Facture Atelier Rivaud|0,00|10560,00|||20260813||
VTE|Ventes|VT00253|20260813|445710|TVA collectée|||FA-2026-08C004|20260813|Facture Atelier Rivaud|0,00|2112,00|||20260813||
BQ|Banque|BQ00276|20260815|635000|Impôts et taxes||||20260815|Taxes assises sur les salaires|900,00|0,00|||20260815||
BQ|Banque|BQ00276|20260815|512000|Banque||||20260815|Taxes assises sur les salaires|0,00|900,00|||20260815||
BQ|Banque|BQ00235|20260816|401000|Fournisseurs|F004|Transports Vialle|FF-2026-07F004|20260816|Règlement Transports Vialle|9048,00|0,00|LAC00234|20260816|20260816||
BQ|Banque|BQ00235|20260816|512000|Banque|||FF-2026-07F004|20260816|Règlement Transports Vialle|0,00|9048,00|||20260816||
VTE|Ventes|VT00255|20260816|411000|Clients|C005|Solutions Bertholet|FA-2026-08C005|20260816|Facture Solutions Bertholet|10368,00|0,00|LVT00255|20260925|20260816||
VTE|Ventes|VT00255|20260816|706000|Prestations de services|||FA-2026-08C005|20260816|Facture Solutions Bertholet|0,00|8640,00|||20260816||
VTE|Ventes|VT00255|20260816|445710|TVA collectée|||FA-2026-08C005|20260816|Facture Solutions Bertholet|0,00|1728,00|||20260816||
ACH|Achats|AC00269|20260817|601000|Achats de matières premières|||FF-2026-08F004|20260817|Facture Transports Vialle|5200,00|0,00|||20260817||
ACH|Achats|AC00269|20260817|445660|TVA déductible|||FF-2026-08F004|20260817|Facture Transports Vialle|1040,00|0,00|||20260817||
ACH|Achats|AC00269|20260817|401000|Fournisseurs|F004|Transports Vialle|FF-2026-08F004|20260817|Facture Transports Vialle|0,00|6240,00|LAC00269|20260916|20260817||
BQ|Banque|BQ00227|20260819|512000|Banque|||FA-2026-07C008|20260819|Règlement Diffusion Nadaud|8460,00|0,00|||20260819||
BQ|Banque|BQ00227|20260819|411000|Clients|C008|Diffusion Nadaud|FA-2026-07C008|20260819|Règlement Diffusion Nadaud|0,00|8460,00|LVT00226|20260819|20260819||
BQ|Banque|BQ00229|20260819|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-07F001|20260819|Règlement Aciers Delmas|23664,00|0,00|LAC00228|20260819|20260819||
BQ|Banque|BQ00229|20260819|512000|Banque|||FF-2026-07F001|20260819|Règlement Aciers Delmas|0,00|23664,00|||20260819||
VTE|Ventes|VT00257|20260819|411000|Clients|C006|Charpentes Ozanne|FA-2026-08C006|20260819|Facture Charpentes Ozanne|9216,00|0,00|LVT00257|20261013|20260819||
VTE|Ventes|VT00257|20260819|706000|Prestations de services|||FA-2026-08C006|20260819|Facture Charpentes Ozanne|0,00|7680,00|||20260819||
VTE|Ventes|VT00257|20260819|445710|TVA collectée|||FA-2026-08C006|20260819|Facture Charpentes Ozanne|0,00|1536,00|||20260819||
BQ|Banque|BQ00237|20260820|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-07F005|20260820|Règlement Énergie Cévennes|7656,00|0,00|LAC00236|20260820|20260820||
BQ|Banque|BQ00237|20260820|512000|Banque|||FF-2026-07F005|20260820|Règlement Énergie Cévennes|0,00|7656,00|||20260820||
ACH|Achats|AC00271|20260821|601000|Achats de matières premières|||FF-2026-08F005|20260821|Facture Énergie Cévennes|4400,00|0,00|||20260821||
ACH|Achats|AC00271|20260821|445660|TVA déductible|||FF-2026-08F005|20260821|Facture Énergie Cévennes|880,00|0,00|||20260821||
ACH|Achats|AC00271|20260821|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-08F005|20260821|Facture Énergie Cévennes|0,00|5280,00|LAC00271|20260920|20260821||
VTE|Ventes|VT00259|20260822|411000|Clients|C007|Escaliers Mory|FA-2026-08C007|20260822|Facture Escaliers Mory|8064,00|0,00|LVT00259|20260926|20260822||
VTE|Ventes|VT00259|20260822|706000|Prestations de services|||FA-2026-08C007|20260822|Facture Escaliers Mory|0,00|6720,00|||20260822||
VTE|Ventes|VT00259|20260822|445710|TVA collectée|||FA-2026-08C007|20260822|Facture Escaliers Mory|0,00|1344,00|||20260822||
BQ|Banque|BQ00217|20260824|512000|Banque|||FA-2026-07C003|20260824|Règlement Menuiseries Lafon|23688,00|0,00|||20260824||
BQ|Banque|BQ00217|20260824|411000|Clients|C003|Menuiseries Lafon|FA-2026-07C003|20260824|Règlement Menuiseries Lafon|0,00|23688,00|LVT00216|20260824|20260824||
BQ|Banque|BQ00221|20260825|512000|Banque|||FA-2026-07C005|20260825|Règlement Solutions Bertholet|15228,00|0,00|||20260825||
BQ|Banque|BQ00221|20260825|411000|Clients|C005|Solutions Bertholet|FA-2026-07C005|20260825|Règlement Solutions Bertholet|0,00|15228,00|LVT00220|20260825|20260825||
VTE|Ventes|VT00261|20260825|411000|Clients|C008|Diffusion Nadaud|FA-2026-08C008|20260825|Facture Diffusion Nadaud|5760,00|0,00|LVT00261|20260919|20260825||
VTE|Ventes|VT00261|20260825|706000|Prestations de services|||FA-2026-08C008|20260825|Facture Diffusion Nadaud|0,00|4800,00|||20260825||
VTE|Ventes|VT00261|20260825|445710|TVA collectée|||FA-2026-08C008|20260825|Facture Diffusion Nadaud|0,00|960,00|||20260825||
BQ|Banque|BQ00225|20260826|512000|Banque|||FA-2026-07C007|20260826|Règlement Escaliers Mory|11844,00|0,00|||20260826||
BQ|Banque|BQ00225|20260826|411000|Clients|C007|Escaliers Mory|FA-2026-07C007|20260826|Règlement Escaliers Mory|0,00|11844,00|LVT00224|20260826|20260826||
OD|Opérations diverses|OD00274|20260828|641000|Rémunérations du personnel||||20260828|Salaires du mois|28000,00|0,00|||20260828||
OD|Opérations diverses|OD00274|20260828|645000|Charges de sécurité sociale||||20260828|Charges sociales|11000,00|0,00|||20260828||
OD|Opérations diverses|OD00274|20260828|421000|Personnel — rémunérations dues||||20260828|Salaires du mois|0,00|28000,00|||20260828||
OD|Opérations diverses|OD00274|20260828|431000|Sécurité sociale||||20260828|Charges sociales|0,00|11000,00|||20260828||
BQ|Banque|BQ00275|20260828|421000|Personnel — rémunérations dues||||20260828|Virement des salaires|28000,00|0,00|||20260828||
BQ|Banque|BQ00275|20260828|431000|Sécurité sociale||||20260828|Versement des cotisations|11000,00|0,00|||20260828||
BQ|Banque|BQ00275|20260828|512000|Banque||||20260828|Paie du mois|0,00|39000,00|||20260828||
OD|Opérations diverses|OD00278|20260831|681100|Dotations aux amortissements||||20260831|Dotation du mois|2500,00|0,00|||20260831||
OD|Opérations diverses|OD00278|20260831|281500|Amortissements du matériel industriel||||20260831|Dotation du mois|0,00|2500,00|||20260831||
OD|Opérations diverses|OD00279|20260831|695000|Impôts sur les bénéfices||||20260831|Impôt sur les sociétés|2400,00|0,00|||20260831||
OD|Opérations diverses|OD00279|20260831|444000|État — impôt sur les bénéfices||||20260831|Impôt sur les sociétés|0,00|2400,00|||20260831||
BQ|Banque|BQ00280|20260831|444000|État — impôt sur les bénéfices||||20260831|Acompte d'impôt sur les sociétés|2400,00|0,00|||20260831||
BQ|Banque|BQ00280|20260831|512000|Banque||||20260831|Acompte d'impôt sur les sociétés|0,00|2400,00|||20260831||
OD|Opérations diverses|OD00281|20260831|445710|TVA collectée||||20260831|Déclaration de TVA|19200,00|0,00|||20260831||
OD|Opérations diverses|OD00281|20260831|445660|TVA déductible||||20260831|Déclaration de TVA|0,00|9260,00|||20260831||
OD|Opérations diverses|OD00281|20260831|512000|Banque||||20260831|Règlement de TVA|0,00|9940,00|||20260831||
VTE|Ventes|VT00282|20260904|411000|Clients|C001|Constructions Vallier|FA-2026-09C001|20260904|Facture Constructions Vallier|55728,00|0,00|LVT00282|20261208|20260904||
VTE|Ventes|VT00282|20260904|706000|Prestations de services|||FA-2026-09C001|20260904|Facture Constructions Vallier|0,00|46440,00|||20260904||
VTE|Ventes|VT00282|20260904|445710|TVA collectée|||FA-2026-09C001|20260904|Facture Constructions Vallier|0,00|9288,00|||20260904||
ACH|Achats|AC00298|20260905|601000|Achats de matières premières|||FF-2026-09F001|20260905|Facture Aciers Delmas|24140,00|0,00|||20260905||
ACH|Achats|AC00298|20260905|445660|TVA déductible|||FF-2026-09F001|20260905|Facture Aciers Delmas|4828,00|0,00|||20260905||
ACH|Achats|AC00298|20260905|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-09F001|20260905|Facture Aciers Delmas|0,00|28968,00|LAC00298|20261020|20260905||
ACH|Achats|AC00308|20260905|613000|Locations||||20260905|Loyer de l'atelier|4500,00|0,00|||20260905||
ACH|Achats|AC00308|20260905|626000|Frais postaux et télécommunications||||20260905|Frais généraux|1800,00|0,00|||20260905||
ACH|Achats|AC00308|20260905|445660|TVA déductible||||20260905|Loyer et frais généraux|1260,00|0,00|||20260905||
ACH|Achats|AC00308|20260905|512000|Banque||||20260905|Loyer et frais généraux|0,00|7560,00|||20260905||
BQ|Banque|BQ00312|20260905|661000|Charges d'intérêts||||20260905|Intérêts de l'emprunt|320,00|0,00|||20260905||
BQ|Banque|BQ00312|20260905|164000|Emprunts auprès des établissements de crédit||||20260905|Amortissement de l'emprunt|1800,00|0,00|||20260905||
BQ|Banque|BQ00312|20260905|512000|Banque||||20260905|Échéance d'emprunt|0,00|2120,00|||20260905||
BQ|Banque|BQ00178|20260907|512000|Banque|||FA-2026-06C001|20260907|Règlement Constructions Vallier|52812,00|0,00|||20260907||
BQ|Banque|BQ00178|20260907|411000|Clients|C001|Constructions Vallier|FA-2026-06C001|20260907|Règlement Constructions Vallier|0,00|52812,00|LVT00177|20260907|20260907||
BQ|Banque|BQ00215|20260907|512000|Banque|||FA-2026-07C002|20260907|Règlement Groupe Ambert|32148,00|0,00|||20260907||
BQ|Banque|BQ00215|20260907|411000|Clients|C002|Groupe Ambert|FA-2026-07C002|20260907|Règlement Groupe Ambert|0,00|32148,00|LVT00214|20260907|20260907||
BQ|Banque|BQ00266|20260907|401000|Fournisseurs|F002|Bois du Forez|FF-2026-08F002|20260907|Règlement Bois du Forez|11520,00|0,00|LAC00265|20260907|20260907||
BQ|Banque|BQ00266|20260907|512000|Banque|||FF-2026-08F002|20260907|Règlement Bois du Forez|0,00|11520,00|||20260907||
VTE|Ventes|VT00284|20260907|411000|Clients|C002|Groupe Ambert|FA-2026-09C002|20260907|Facture Groupe Ambert|39216,00|0,00|LVT00284|20261108|20260907||
VTE|Ventes|VT00284|20260907|706000|Prestations de services|||FA-2026-09C002|20260907|Facture Groupe Ambert|0,00|32680,00|||20260907||
VTE|Ventes|VT00284|20260907|445710|TVA collectée|||FA-2026-09C002|20260907|Facture Groupe Ambert|0,00|6536,00|||20260907||
ACH|Achats|AC00300|20260908|601000|Achats de matières premières|||FF-2026-09F002|20260908|Facture Bois du Forez|17040,00|0,00|||20260908||
ACH|Achats|AC00300|20260908|445660|TVA déductible|||FF-2026-09F002|20260908|Facture Bois du Forez|3408,00|0,00|||20260908||
ACH|Achats|AC00300|20260908|401000|Fournisseurs|F002|Bois du Forez|FF-2026-09F002|20260908|Facture Bois du Forez|0,00|20448,00|LAC00300|20261008|20260908||
BQ|Banque|BQ00233|20260910|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-07F003|20260910|Règlement Quincaillerie Pons|12528,00|0,00|LAC00232|20260910|20260910||
BQ|Banque|BQ00233|20260910|512000|Banque|||FF-2026-07F003|20260910|Règlement Quincaillerie Pons|0,00|12528,00|||20260910||
VTE|Ventes|VT00286|20260910|411000|Clients|C003|Menuiseries Lafon|FA-2026-09C003|20260910|Facture Menuiseries Lafon|28896,00|0,00|LVT00286|20261025|20260910||
VTE|Ventes|VT00286|20260910|706000|Prestations de services|||FA-2026-09C003|20260910|Facture Menuiseries Lafon|0,00|24080,00|||20260910||
VTE|Ventes|VT00286|20260910|445710|TVA collectée|||FA-2026-09C003|20260910|Facture Menuiseries Lafon|0,00|4816,00|||20260910||
BQ|Banque|BQ00223|20260912|512000|Banque|||FA-2026-07C006|20260912|Règlement Charpentes Ozanne|13536,00|0,00|||20260912||
BQ|Banque|BQ00223|20260912|411000|Clients|C006|Charpentes Ozanne|FA-2026-07C006|20260912|Règlement Charpentes Ozanne|0,00|13536,00|LVT00222|20260912|20260912||
BQ|Banque|BQ00254|20260912|512000|Banque|||FA-2026-08C004|20260912|Règlement Atelier Rivaud|12672,00|0,00|||20260912||
BQ|Banque|BQ00254|20260912|411000|Clients|C004|Atelier Rivaud|FA-2026-08C004|20260912|Règlement Atelier Rivaud|0,00|12672,00|LVT00253|20260912|20260912||
ACH|Achats|AC00302|20260912|601000|Achats de matières premières|||FF-2026-09F003|20260912|Facture Quincaillerie Pons|12780,00|0,00|||20260912||
ACH|Achats|AC00302|20260912|445660|TVA déductible|||FF-2026-09F003|20260912|Facture Quincaillerie Pons|2556,00|0,00|||20260912||
ACH|Achats|AC00302|20260912|401000|Fournisseurs|F003|Quincaillerie Pons|FF-2026-09F003|20260912|Facture Quincaillerie Pons|0,00|15336,00|LAC00302|20261111|20260912||
VTE|Ventes|VT00288|20260913|411000|Clients|C004|Atelier Rivaud|FA-2026-09C004|20260913|Facture Atelier Rivaud|22704,00|0,00|LVT00288|20261013|20260913||
VTE|Ventes|VT00288|20260913|706000|Prestations de services|||FA-2026-09C004|20260913|Facture Atelier Rivaud|0,00|18920,00|||20260913||
VTE|Ventes|VT00288|20260913|445710|TVA collectée|||FA-2026-09C004|20260913|Facture Atelier Rivaud|0,00|3784,00|||20260913||
BQ|Banque|BQ00311|20260915|635000|Impôts et taxes||||20260915|Taxes assises sur les salaires|900,00|0,00|||20260915||
BQ|Banque|BQ00311|20260915|512000|Banque||||20260915|Taxes assises sur les salaires|0,00|900,00|||20260915||
BQ|Banque|BQ00270|20260916|401000|Fournisseurs|F004|Transports Vialle|FF-2026-08F004|20260916|Règlement Transports Vialle|6240,00|0,00|LAC00269|20260916|20260916||
BQ|Banque|BQ00270|20260916|512000|Banque|||FF-2026-08F004|20260916|Règlement Transports Vialle|0,00|6240,00|||20260916||
VTE|Ventes|VT00290|20260916|411000|Clients|C005|Solutions Bertholet|FA-2026-09C005|20260916|Facture Solutions Bertholet|18576,00|0,00|LVT00290|20261026|20260916||
VTE|Ventes|VT00290|20260916|706000|Prestations de services|||FA-2026-09C005|20260916|Facture Solutions Bertholet|0,00|15480,00|||20260916||
VTE|Ventes|VT00290|20260916|445710|TVA collectée|||FA-2026-09C005|20260916|Facture Solutions Bertholet|0,00|3096,00|||20260916||
ACH|Achats|AC00304|20260917|601000|Achats de matières premières|||FF-2026-09F004|20260917|Facture Transports Vialle|9230,00|0,00|||20260917||
ACH|Achats|AC00304|20260917|445660|TVA déductible|||FF-2026-09F004|20260917|Facture Transports Vialle|1846,00|0,00|||20260917||
ACH|Achats|AC00304|20260917|401000|Fournisseurs|F004|Transports Vialle|FF-2026-09F004|20260917|Facture Transports Vialle|0,00|11076,00|LAC00304|20261017|20260917||
BQ|Banque|BQ00262|20260919|512000|Banque|||FA-2026-08C008|20260919|Règlement Diffusion Nadaud|5760,00|0,00|||20260919||
BQ|Banque|BQ00262|20260919|411000|Clients|C008|Diffusion Nadaud|FA-2026-08C008|20260919|Règlement Diffusion Nadaud|0,00|5760,00|LVT00261|20260919|20260919||
BQ|Banque|BQ00264|20260919|401000|Fournisseurs|F001|Aciers Delmas|FF-2026-08F001|20260919|Règlement Aciers Delmas|16320,00|0,00|LAC00263|20260919|20260919||
BQ|Banque|BQ00264|20260919|512000|Banque|||FF-2026-08F001|20260919|Règlement Aciers Delmas|0,00|16320,00|||20260919||
VTE|Ventes|VT00292|20260919|411000|Clients|C006|Charpentes Ozanne|FA-2026-09C006|20260919|Facture Charpentes Ozanne|16512,00|0,00|LVT00292|20261113|20260919||
VTE|Ventes|VT00292|20260919|706000|Prestations de services|||FA-2026-09C006|20260919|Facture Charpentes Ozanne|0,00|13760,00|||20260919||
VTE|Ventes|VT00292|20260919|445710|TVA collectée|||FA-2026-09C006|20260919|Facture Charpentes Ozanne|0,00|2752,00|||20260919||
BQ|Banque|BQ00272|20260920|401000|Fournisseurs|F005|Énergie Cévennes|FF-2026-08F005|20260920|Règlement Énergie Cévennes|5280,00|0,00|LAC00271|20260920|20260920||
BQ|Banque|BQ00272|20260920|512000|Banque|||FF-2026-08F005|20260920|Règlement Énergie Cévennes|0,00|5280,00|||20260920||
ACH|Achats|AC00306|20260921|601000|Achats de matières premières|||FF-2026-09F005|20260921|Facture Énergie Cévennes|7810,00|0,00|||20260921||
